Domain;Subdomain;Skill
"Vocational Skills	Fixed Activity Skills	FA4. Uses twist ties";;
"Vocational Skills	Fixed Activity Skills	FA5. Shrink wraps";;
"Vocational Skills	Fixed Activity Skills	FA6. Folds paper";;
"Vocational Skills	Fixed Activity Skills	FA7. Shreds bulk papers";;
"Vocational Skills	Fixed Activity Skills	FA8. Assembles folders of information";;
"Vocational Skills	Fixed Activity Skills	FA9. Assembles items on assembly line";;
"Vocational Skills	Fixed Activity Skills Objectives	Learner will sort items into groups.";;
"Vocational Skills	Fixed Activity Skills Objectives	Learner will select designated number of items using a counting tray.";;
"Vocational Skills	Fixed Activity Skills Objectives	Learner will count and bag items.";;
"Vocational Skills	Fixed Activity Skills Objectives	Learner will fasten or hold things together using twist ties.";;
"Vocational Skills	Fixed Activity Skills Objectives	Learner will shrink wrap items.";;
"Vocational Skills	Fixed Activity Skills Objectives	Learner will fold paper into specified shape or size.";;
"Vocational Skills	Fixed Activity Skills Objectives	Learner will shred papers using a bulk shredder.";;
"Vocational Skills	Fixed Activity Skills Objectives	Learner will assemble folders of information.";;
"Vocational Skills	Fixed Activity Skills Objectives	Learner will place items into a specified location as part of an assembly line assembly process.";;
"Vocational Skills	Custodial & Cleaning	CC1. Cleans sinks";;
"Vocational Skills	Custodial & Cleaning	CC2. Cleans counter tops";;
"Vocational Skills	Custodial & Cleaning	CC3. Cleans windows and mirrors";;
"Vocational Skills	Custodial & Cleaning	CC4. Cleans walls";;
"Vocational Skills	Custodial & Cleaning	CC5. Cleans a toilet seat";;
"Vocational Skills	Custodial & Cleaning	CC6. Cleans toilet using a toilet bowl brush";;
"Vocational Skills	Custodial & Cleaning	CC7. Dusts objects";;
"Vocational Skills	Custodial & Cleaning	CC8. Straightens objects";;
"Vocational Skills	Custodial & Cleaning	CC9. Cleans a whiteboard";;
"Vocational Skills	Custodial & Cleaning	CC10. Cleans bathtub";;
"Vocational Skills	Custodial & Cleaning	CC11. Removes bedding";;
"Vocational Skills	Custodial & Cleaning	CC12. Puts pillow into case";;
"Vocational Skills	Custodial & Cleaning	CC13. Puts sheets on bed";;
"Vocational Skills	Custodial & Cleaning	CC14. Makes bed";;
"Vocational Skills	Custodial & Cleaning	CC15. Sweeps and uses dustpan";;
"Vocational Skills	Custodial & Cleaning	CC16. Vacuums floors";;
"Vocational Skills	Custodial & Cleaning	CC17. Shampoos carpet";;
"Vocational Skills	Custodial & Cleaning	CC18. Spot cleans carpet";;
"Vocational Skills	Custodial & Cleaning	CC19. Uses dust buster";;
"Vocational Skills	Custodial & Cleaning	CC20. Uses a Swiffer";;
"Vocational Skills	Custodial & Cleaning	CC21. Mops floor";;
"Vocational Skills	Custodial & Cleaning	CC22. Strips, waxes, and buffs floor";;
"Vocational Skills	Custodial & Cleaning	CC23. Recognizes when things need to be cleaned";;
"Vocational Skills	Custodial & Cleaning	CC24. Rotates cleaning cloths";;
"Vocational Skills	Custodial & Cleaning	CC25. Identifies appropriate chemicals or solutions for various cleaning tasks";;
"Vocational Skills	Custodial & Cleaning	CC26. Follows cleaning schedule";;
"Vocational Skills	Custodial & Cleaning	CC27. Sorts recycling vs. trash";;
"Vocational Skills	Custodial & Cleaning	CC28. Empties and disposes of trash";;
"Vocational Skills	Custodial & Cleaning	CC29. Replaces trash liners";;
"Vocational Skills	Custodial & Cleaning	CC30. Replaces toilet paper rolls";;
"Vocational Skills	Custodial & Cleaning	CC31. Refills paper towel dispensers";;
"Vocational Skills	Custodial & Cleaning	CC32. Disposes of infectious or hazardous waste";;
"Vocational Skills	Custodial & Cleaning	CC33. Changes light bulbs";;
"Vocational Skills	Custodial & Cleaning	CC34. Uses correct light bulbs";;
"Vocational Skills	Custodial & Cleaning	CC35. Stops running toilet";;
"Vocational Skills	Custodial & Cleaning	CC36. Clears and cleans drains";;
"Vocational Skills	Custodial & Cleaning	CC37. Sets up rooms for meetings";;
"Vocational Skills	Custodial & Cleaning	CC38. Breaks down rooms after events";;
"Vocational Skills	Custodial & Cleaning	C39. Adjusts air conditioning and heat";;
"Vocational Skills	Custodial & Cleaning	CC40. Locks and unlocks doors";;
"Vocational Skills	Custodial & Cleaning	CC41. Operates security system";;
"Vocational Skills	Custodial & Cleaning	CC42. Works safely around sensitive equipment and items";;
"Vocational Skills	Custodial & Cleaning	CC43. Respects others personal possessions and private items while working";;
"Vocational Skills	Custodial & Cleaning	CC44. Identifies and reports problems needing immediate repair";;
"Vocational Skills	Custodial & Cleaning	CC45. Identifies and reports problems that require specialized help or services";;
"Vocational Skills	Custodial & Cleaning	CC46. Uses caution signs or cones";;
"Vocational Skills	Custodial & Cleaning	CC47. Keeps doors locked after cleaning";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will clean sinks.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will clean counter tops.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will clean windows and mirrors.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will clean walls.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will use disinfectant spray and paper towel to clean a toilet seat.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will use a toilet brush and cleaning solution to clean toilet.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will dust objects.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will recognize when objects are out of alignment or cluttered and straighten so they are orderly.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will clean a whiteboard.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will completely clean bathtub.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will remove blankets, sheets, and pillow cases upon request.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will put pillow into case.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will put clean sheets on a bed.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will make a bed including sheets, pillow cases, blankets, and comforter or bedspread.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will sweep floor and use dustpan to pick up debris.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will vacuum floors.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will shampoo carpet.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will spot clean carpet.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will use dust buster to vacuum small areas.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will Swiffer floors.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will mop floors.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will strip, wax, and buff floors.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will determine what needs to be cleaned and straightened.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will rotate cleaning cloths when cleaning.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will identify appropriate chemicals or solutions for various cleaning tasks.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will maintain a clean office or work area by following an established cleaning schedule.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will sort recycling/composting and trash.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will empty and dispose of trash.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will replace trash liners.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will replace toilet paper rolls.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will refill paper towel dispensers.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will dispose of infectious or hazardous waste.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will safely replace light bulbs and florescent tubes.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will state the importance of not using higher wattage light bulbs than specified for a fixture so as to avoid electrical fires.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will stop the water from running when needed.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will clear and clean drains.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will set up rooms for meetings.";;
"Vocational Skills	Custodial & Cleaning Objectives	Learner will break down rooms after events.";;
